X,Y
0.0,3.9934283060224653
0.5263157894736842,1.8093439738349164
1.0526315789473684,2.7441305388052633
1.5789473684210527,4.134702372095829
2.1052631578947367,0.5372334167583142
2.631578947368421,0.7311720694811401
3.1578947368421053,4.828785741818107
3.6842105263157894,3.953152006782272
4.2105263157894735,2.504264524528987
4.7368421052631575,5.830272441742566
5.263157894736842,5.397264337366764
5.789473684210526,7.248595894521535
6.315789473684211,10.796943933713788
6.842105263157895,8.896431200435096
7.368421052631579,11.96013663414291
7.894736842105263,17.249386160354618
8.421052631578947,19.589296208084612
8.947368421052632,25.761458654110214
9.473684210526315,27.111929688292754
10.0,30.175392597329417
