77,95,21,40,13,71,68,9,84,84
92,41,83,47,66,52,70,54,99,97
39,71,83,7,20,75,31,51,84,95
85,11,31,28,3,100,60,93,17,27
25,90,95,82,6,94,47,11,18,77
2,20,96,92,5,74,44,70,81,35
11,84,95,74,100,37,84,68,85,5
8,43,97,76,85,83,32,83,24,55
24,36,26,6,7,92,92,14,15,36
91,96,43,22,36,61,19,67,11,58
14,36,100,5,3,62,8,37,64,73
29,5,50,70,50,27,75,54,30,2
72,41,100,55,70,85,12,84,19,56
30,1,100,34,74,41,3,62,22,26
66,81,5,84,37,30,92,12,38,35
68,78,18,17,25,54,52,8,47,73
31,16,54,97,46,73,67,49,7,27
58,53,86,57,18,2,57,98,97,48
9,83,28,8,24,89,88,65,24,5
93,20,35,49,62,90,59,48,80,76
67,63,33,9,55,39,65,87,65,38
94,20,32,88,24,68,69,81,85,85
60,84,20,10,32,11,34,95,86,6
8,54,45,43,100,26,12,12,38,22
64,88,30,70,89,33,18,13,38,22
13,74,94,98,60,27,62,97,28,87
81,35,45,11,68,76,7,33,99,23
29,12,84,35,75,92,8,36,52,8
83,70,59,58,58,5,80,95,60,28
97,66,11,71,54,2,39,30,40,75
29,71,90,17,83,1,8,50,46,8
20,49,70,84,52,86,66,76,32,70
17,18,76,88,33,79,100,94,15,86
84,29,30,56,48,36,87,91,65,62
12,17,85,92,92,59,44,82,49,17
77,3,56,73,95,49,92,30,31,14
10,71,14,60,73,42,80,27,9,2
68,3,83,10,59,50,38,39,26,89
97,52,42,18,16,3,20,88,44,16
92,91,37,22,38,62,93,85,57,92
83,37,17,2,77,48,99,33,93,48
26,91,94,66,55,76,24,92,65,52
57,16,90,36,39,44,3,65,92,71
41,36,24,63,87,100,56,77,71,29
40,47,48,92,12,87,12,67,41,26
78,23,17,82,97,28,59,80,60,54
100,63,87,34,4,59,41,87,11,9
43,40,96,12,68,33,73,2,36,9
99,35,29,17,29,68,94,47,96,95
81,94,88,31,5,84,4,93,68,43
97,65,2,58,74,97,79,83,7,55
92,24,7,93,18,50,38,43,34,40
56,69,18,65,42,9,10,58,65,64
56,99,21,51,53,2,74,35,7,7
60,37,44,14,37,59,33,83,58,24
61,58,30,74,89,18,90,99,18,69
14,3,32,24,91,33,54,40,3,49
80,36,34,98,21,62,65,92,45,13
48,18,58,86,19,73,37,92,83,8
89,55,30,90,90,88,27,38,54,1
53,60,5,17,79,66,98,39,26,52
58,15,68,38,90,75,70,59,13,11
97,83,59,93,82,55,43,70,36,96
38,20,8,48,18,12,78,98,37,88
13,19,19,3,15,73,57,16,61,67
89,76,83,49,34,91,85,72,12,11
19,99,19,62,13,67,27,57,74,78
80,99,79,42,1,28,9,58,60,66
51,63,72,99,77,19,95,18,99,48
94,8,54,46,36,72,92,53,43,78
74,29,37,40,5,59,49,93,72,51
86,2,87,38,68,53,95,57,61,57
16,84,74,22,96,43,25,6,55,69
14,6,51,71,93,98,50,49,9,32
40,30,17,87,30,78,63,95,90,100
84,100,100,49,64,43,45,82,66,36
53,27,11,75,36,2,5,81,25,62
42,5,26,34,84,35,98,90,99,42
47,7,44,44,86,66,21,87,82,50
78,79,70,28,28,87,25,28,23,66
77,68,37,41,97,43,61,90,20,91
85,100,36,3,73,45,2,68,4,54
21,1,85,28,69,25,43,36,18,66
41,67,77,35,96,24,45,32,67,40
19,88,77,62,46,20,46,50,67,41
78,46,18,28,32,69,92,37,88,11
96,48,10,72,51,84,27,95,57,31
15,78,65,61,65,78,49,80,52,60
17,80,31,35,25,5,64,83,60,33
19,81,60,19,88,93,4,94,43,13
95,89,13,93,73,31,69,65,36,36
38,79,89,49,48,87,84,36,1,36
17,78,52,27,38,61,79,27,94,77
76,48,64,48,82,87,93,20,10,21
69,33,44,36,6,12,75,60,96,43
87,30,21,87,100,21,25,77,84,56
60,40,72,76,88,45,49,54,20,3
7,67,86,48,9,53,39,14,14,19
99,41,94,7,10,72,52,46,21,54
3,67,2,55,27,51,10,13,74,51
27,57,47,22,28,6,44,46,75,96
78,62,49,79,28,9,40,44,94,69
52,82,33,46,76,58,67,65,62,45
81,21,34,75,79,96,10,12,60,57
35,89,33,35,34,17,77,41,96,8
72,27,45,54,7,77,78,58,92,5
85,9,59,18,10,89,27,25,68,40
25,8,77,19,93,20,94,91,66,61
75,66,57,20,85,88,5,83,78,80
90,13,97,12,91,19,26,41,13,100
85,77,14,30,47,48,81,16,84,59
39,72,96,72,30,87,46,81,64,39
11,97,45,62,99,37,76,39,64,7
57,55,50,15,14,75,42,86,57,10
85,89,83,94,3,32,48,72,38,7
72,60,74,79,58,66,71,76,81,80
37,59,32,70,25,80,1,40,22,57
67,41,75,69,54,14,35,39,66,39
96,79,46,61,20,69,73,20,76,9
83,68,81,7,50,91,40,85,49,53
40,92,83,90,61,9,13,72,56,64
43,17,41,22,53,11,34,16,72,76
77,53,92,26,47,86,67,33,11,52
37,14,31,100,40,18,46,41,24,98
39,15,43,4,37,39,51,99,66,69
52,19,22,10,69,50,65,22,21,6
75,83,48,96,84,10,88,82,84,4
51,30,24,10,48,8,17,29,43,44
97,18,84,33,6,66,86,9,96,16
89,96,98,17,23,58,25,97,10,2
27,100,24,23,46,12,78,1,85,51
49,2,67,96,76,72,30,19,25,81
91,81,55,30,65,66,6,6,87,61
60,10,46,52,21,9,41,87,32,9
63,47,22,47,84,18,47,80,79,47
12,85,8,7,37,32,35,56,60,70
92,22,90,43,23,43,82,44,10,100
19,37,62,49,60,35,4,6,62,31
62,3,88,85,60,94,29,80,85,34
54,21,50,36,10,94,10,45,57,61
73,85,48,73,97,96,13,15,48,84
87,66,74,46,45,29,13,46,56,79
55,10,41,40,10,96,52,14,77,51
20,75,85,20,37,35,45,54,55,4
78,91,79,97,98,85,40,30,61,89
47,61,22,34,6,24,21,95,17,80
28,30,20,1,89,57,73,31,59,78
23,58,76,28,81,42,100,88,32,42
91,94,29,67,9,16,64,55,52,100
52,31,4,4,74,34,21,63,95,18
5,37,79,7,9,78,9,12,64,39
81,58,4,69,29,60,63,11,10,19
34,74,58,84,53,29,59,55,34,49
28,94,11,62,86,50,26,26,74,85
69,7,22,64,82,75,90,30,30,37
33,16,54,49,28,56,11,8,25,63
95,20,23,69,57,29,89,13,78,53
25,10,84,88,45,77,33,27,5,44
79,27,63,24,49,61,68,82,33,23
81,68,91,89,66,55,77,87,59,82
37,69,60,63,6,5,18,84,78,67
19,53,50,11,57,85,94,78,25,2
33,78,10,100,86,8,76,91,50,33
55,73,56,22,100,96,6,58,29,32
52,25,21,53,69,89,31,72,68,5
41,96,45,25,94,65,32,64,40,39
96,12,17,49,15,90,52,63,34,42
38,68,38,100,24,57,66,27,37,7
19,15,44,28,85,40,8,44,91,23
95,14,94,7,58,40,43,56,49,81
29,32,53,11,69,23,77,23,37,48
27,85,50,91,43,26,6,84,93,62
50,97,11,47,76,43,8,92,76,73
37,37,61,54,50,9,93,54,48,80
18,25,24,41,20,50,85,26,3,65
71,36,46,3,86,51,49,7,74,89
39,88,42,66,41,28,88,50,43,9
17,53,96,44,34,4,26,56,3,20
90,16,70,69,73,1,54,49,46,36
17,58,48,61,93,25,24,29,4,43
18,30,86,29,87,20,70,81,3,16
27,79,62,80,55,14,80,28,9,50
64,27,96,37,56,14,19,5,6,78
69,70,19,35,30,60,6,71,63,25
96,63,31,98,38,2,2,79,58,53
96,64,69,18,31,17,55,28,31,99
69,3,24,92,81,33,16,27,100,26
10,80,24,61,73,72,87,35,66,88
74,55,95,93,49,47,19,89,48,93
13,60,9,8,67,58,34,29,9,66
44,85,78,9,49,70,41,66,15,20
65,17,28,72,7,17,82,11,54,70
63,96,22,98,59,38,37,8,20,5
92,47,46,30,72,25,30,39,87,37
90,52,39,47,3,98,26,52,68,31
40,66,29,63,84,62,13,43,67,3
86,27,7,48,15,21,66,14,92,70
93,97,75,86,46,61,7,51,21,83
56,52,97,77,54,7,3,56,83,31
25,32,23,57,23,3,93,89,87,7
61,72,67,3,86,14,72,59,20,15
56,54,48,31,36,77,9,32,27,37
89,76,94,61,78,45,98,57,93,36
29,38,44,97,72,66,34,23,4,70
66,10,33,27,72,8,79,66,27,11
58,36,39,80,70,23,70,26,19,14
34,37,10,70,23,20,56,41,17,41
93,49,32,77,20,58,98,94,3,45
48,35,88,35,57,1,85,32,29,56
81,6,89,92,77,6,62,72,52,10
4,65,5,55,74,24,10,5,17,16
67,85,80,32,49,68,1,11,64,10
67,50,23,39,77,38,77,37,88,35
11,56,6,73,50,91,29,85,9,83
73,16,89,77,33,84,52,11,71,79
72,58,83,5,74,51,16,74,50,37
21,87,6,71,79,29,31,86,49,1
73,81,45,48,36,100,79,15,26,52
28,54,58,58,49,35,8,19,100,3
70,11,83,40,33,28,75,93,16,12
8,88,46,13,87,25,99,23,37,3
61,41,9,56,99,48,49,61,87,76
90,91,34,21,35,75,34,26,33,55
92,23,3,11,65,95,33,98,59,53
44,80,25,25,83,41,96,39,38,80
32,71,83,52,100,42,44,90,97,45
14,10,56,68,62,13,27,26,79,53
6,21,83,89,1,48,28,38,44,51
32,42,94,88,27,41,96,13,91,4
62,88,52,76,67,26,29,49,26,11
63,15,23,95,86,54,71,52,49,78
3,22,71,23,69,11,24,7,68,30
97,43,25,47,10,86,4,89,35,7
79,26,83,24,47,51,9,68,100,11
38,16,64,90,38,43,42,67,25,89
42,36,63,57,66,25,17,56,39,96
46,98,76,31,92,31,67,30,86,29
14,13,53,38,36,88,58,42,57,80
36,67,37,77,95,14,75,14,43,92
9,28,44,97,83,100,94,86,81,69
86,75,55,93,72,22,13,64,46,93
24,88,90,58,1,19,67,30,3,81
36,75,2,70,30,50,77,27,76,98
81,1,16,14,29,70,19,14,5,16
14,49,54,46,3,53,43,28,69,30
8,29,9,71,56,42,79,51,72,61
67,72,14,35,91,84,69,15,22,9
40,76,26,37,95,19,10,54,48,1
42,66,26,78,65,50,74,97,33,44
51,94,59,70,4,64,25,5,16,2
76,20,68,49,35,78,5,50,75,32
31,35,57,88,60,3,100,83,2,13
40,63,67,17,53,16,38,92,44,37
79,43,19,50,60,85,71,59,99,31
49,40,43,82,41,95,13,35,41,46
24,78,13,32,54,42,75,82,15,83
53,29,4,96,72,92,9,55,76,92
61,88,75,26,16,10,73,78,84,26
39,39,63,34,85,32,15,58,87,25
36,37,11,73,70,81,58,39,13,8
96,16,24,85,37,26,26,58,83,79
74,90,17,43,58,60,98,68,37,29
40,36,60,4,81,47,92,88,51,12
38,43,73,37,67,97,34,31,98,18
49,62,26,20,95,34,16,74,41,32
43,76,59,84,100,11,28,37,81,52
76,23,78,75,46,22,33,47,20,45
37,57,81,8,40,33,25,12,100,26
51,26,57,72,7,25,53,79,15,13
91,52,11,67,90,25,23,50,14,87
88,45,43,59,16,93,88,45,48,85
72,41,29,22,31,28,10,16,43,84
44,42,29,50,62,50,62,95,72,61
41,9,32,38,9,63,94,94,33,18
5,79,7,36,64,30,82,3,30,68
27,53,55,36,90,25,96,56,91,78
93,76,17,53,65,10,31,88,45,4
51,61,56,21,58,65,82,34,79,99
53,28,78,4,88,13,14,73,41,85
19,80,57,49,81,84,98,76,67,12
61,50,23,40,28,90,23,69,88,93
43,76,72,5,59,28,79,68,4,18
78,24,43,85,34,66,55,97,72,55
62,24,38,64,31,19,89,29,7,44
33,87,39,60,11,75,38,63,87,37
58,3,5,66,23,2,38,34,19,65
55,8,99,69,44,5,75,31,83,74
85,48,83,16,18,66,1,100,59,97
79,96,15,38,79,28,65,7,55,54
57,51,68,84,98,29,28,56,93,6
64,24,3,18,71,64,47,21,34,90
47,72,63,9,7,30,79,12,84,59
60,32,56,62,91,65,93,68,40,11
87,90,22,6,21,48,48,20,20,13
35,42,56,66,16,85,87,88,60,46
34,73,3,63,79,13,57,79,68,21
63,5,74,28,66,39,90,32,98,42
50,65,57,17,21,25,76,36,3,80
55,37,74,28,92,28,31,76,100,60
70,90,48,25,69,54,19,35,10,34
11,14,86,22,78,74,1,89,72,35
92,65,30,99,84,45,55,31,24,74
86,70,75,72,39,4,78,81,44,93
1,88,33,6,14,54,95,94,23,60
73,13,17,42,42,12,1,53,60,9
60,57,66,19,65,30,48,99,60,57
92,28,77,76,94,31,65,7,97,32
21,99,66,68,26,78,55,52,80,57
11,59,32,69,16,57,3,93,26,9
87,76,49,53,60,80,54,89,17,20
36,96,98,46,31,46,65,45,43,41
73,14,40,97,21,93,2,39,89,51
61,72,14,44,35,40,54,7,71,80
50,63,17,59,69,23,93,50,32,98
33,21,61,68,72,22,93,95,100,23
80,14,87,25,18,69,25,72,38,55
86,96,65,74,18,39,3,82,15,24
6,79,4,72,44,22,88,39,72,3
64,67,92,58,50,45,49,99,31,14
94,4,67,71,28,97,37,29,88,13
86,34,29,44,36,30,53,13,4,12
80,85,99,31,64,94,30,73,87,11
91,5,2,86,27,89,90,100,84,85
34,72,54,7,25,85,51,41,43,39
45,36,22,20,69,40,61,50,16,75
1,6,8,3,41,68,91,73,42,74
9,3,14,14,52,59,31,98,83,55
26,41,56,73,29,67,37,100,40,6
73,28,7,10,7,74,60,24,96,3
9,24,16,100,61,37,97,4,97,74
7,37,50,44,63,59,100,51,51,40
47,80,17,67,54,43,93,36,13,93
70,64,92,14,90,24,17,67,95,3
84,59,77,11,36,96,14,66,44,29
84,69,30,43,28,82,55,84,61,34
18,9,34,92,59,19,8,64,82,72
12,88,26,90,64,56,61,41,13,97
10,59,23,80,95,75,69,34,47,90
37,39,8,2,40,74,8,39,38,22
29,17,99,32,29,64,45,85,5,70
46,53,66,10,27,33,60,46,38,29
37,80,60,6,47,31,89,19,1,85
41,78,70,45,43,1,6,83,92,71
60,14,44,53,15,16,20,8,14,86
87,96,5,7,84,89,22,89,58,90
36,43,82,97,19,77,38,79,64,42
4,30,40,21,66,49,59,67,29,34
40,16,55,26,50,76,43,16,88,98
54,59,88,8,86,78,68,76,45,34
34,70,29,73,22,64,96,94,86,20
92,18,18,48,99,23,89,66,7,44
70,49,36,44,72,66,81,65,76,40
82,11,90,51,100,94,39,39,61,37
90,77,14,20,89,91,84,67,1,54
88,25,41,12,91,62,50,42,29,68
95,63,100,83,8,94,73,75,59,37
43,4,9,4,99,25,37,45,57,53
67,2,15,35,16,26,49,86,39,51
18,79,35,35,66,70,32,52,86,20
31,76,60,80,17,30,52,62,81,100
41,82,33,77,48,97,67,86,69,28
52,51,89,93,42,13,99,21,73,21
47,47,98,4,58,96,60,76,82,22
26,57,21,99,50,99,89,11,39,40
73,31,12,55,45,70,26,40,28,57
3,37,17,4,57,64,54,73,85,98
72,58,93,14,97,11,5,78,67,2
41,44,87,15,73,27,57,73,50,89
56,51,7,93,23,54,51,54,28,20
65,15,69,83,50,33,51,18,15,23
47,56,79,33,12,63,12,81,94,8
70,62,63,99,94,71,63,2,62,55
60,48,31,100,47,51,24,91,48,55
84,96,8,17,28,62,4,76,63,74
72,73,62,12,100,5,56,7,57,91
18,47,33,93,9,49,65,92,92,23
21,35,47,15,11,2,52,35,41,61
94,47,70,78,25,2,48,79,93,33
37,78,82,29,14,58,90,96,22,1
97,70,4,39,42,79,2,41,26,29
88,63,19,11,39,94,87,59,19,7
64,98,26,17,79,10,65,40,49,10
83,55,30,60,80,66,83,85,36,37
92,40,30,36,18,94,27,39,22,29
45,37,52,20,58,71,25,76,30,47
94,41,38,7,85,90,86,22,41,68
77,44,76,75,86,88,31,16,95,41
41,3,40,51,68,7,19,32,89,68
87,9,7,95,29,38,40,12,25,5
98,58,11,49,91,91,54,28,86,98
82,72,9,72,26,19,80,28,14,10
17,72,17,73,47,59,55,57,79,15
30,38,16,72,73,94,57,41,20,22
58,30,57,3,27,39,83,37,3,83
30,91,67,49,75,44,53,40,91,78
25,76,71,54,56,68,86,25,58,3
46,64,76,30,66,52,25,31,76,35
1,71,65,48,77,41,64,36,53,47
23,73,10,34,6,76,93,82,30,33
94,79,8,56,25,63,11,36,7,18
75,40,52,87,85,100,41,96,25,91
63,57,13,23,65,73,62,67,95,74
82,89,2,11,93,98,7,27,39,68
61,10,14,30,92,29,37,45,23,43
48,17,62,63,74,41,43,43,17,94
84,45,73,15,58,18,50,4,33,85
20,17,51,59,73,38,12,50,34,87
92,41,49,90,32,70,72,89,74,40
24,92,50,68,76,73,2,83,51,32
3,33,100,93,51,56,67,67,85,45
67,83,76,65,18,10,14,50,100,6
35,4,18,61,6,4,55,92,2,80
42,22,55,31,22,58,76,74,54,16
34,81,18,94,27,35,76,78,48,38
64,63,18,72,56,10,93,68,3,10
59,61,43,67,41,76,34,77,7,35
63,56,2,10,30,38,84,22,86,61
33,49,73,5,81,20,66,1,10,66
53,38,66,63,19,59,4,39,70,61
93,13,82,79,41,32,70,1,99,67
85,55,85,25,10,70,68,92,80,13
55,36,49,98,12,69,53,82,19,46
36,74,75,79,66,60,53,82,52,55
34,90,97,52,31,33,91,16,23,38
26,93,88,90,51,32,24,28,95,62
28,8,18,22,45,60,91,44,63,17
47,20,33,22,96,25,83,54,16,8
36,48,51,32,84,20,77,80,12,49
78,76,11,37,18,69,89,68,31,45
96,35,11,8,62,17,59,85,89,19
18,99,58,78,22,49,51,5,14,61
2,78,55,64,3,59,19,89,14,33
44,54,4,61,84,45,11,51,38,35
6,39,5,81,24,40,5,74,100,61
4,47,50,40,11,50,67,65,18,44
18,56,92,70,79,60,16,92,80,98
7,50,24,26,75,48,49,16,16,63
83,20,93,89,84,88,32,54,47,78
24,82,77,24,43,71,19,51,38,77
94,56,39,15,70,21,4,39,55,34
52,89,80,43,39,98,79,70,1,57
83,66,75,70,45,34,100,87,88,66
32,98,15,53,23,34,45,35,79,19
98,77,74,48,87,78,37,96,59,38
61,81,66,81,80,59,63,100,16,66
14,85,20,40,20,83,78,85,27,74
37,29,83,77,88,35,30,85,42,22
6,25,12,19,44,97,4,78,73,25
96,28,36,13,42,90,57,24,67,99
80,67,69,39,69,35,85,72,78,42
38,91,30,57,30,50,63,23,90,11
78,40,87,68,58,5,52,60,78,28
17,21,49,79,95,22,55,61,21,68
92,72,32,16,17,6,37,81,1,94
98,29,76,17,64,6,31,75,37,82
90,40,81,77,61,40,13,59,29,65
76,93,90,76,58,27,9,5,46,72
57,29,45,72,12,84,64,89,54,33
78,37,55,54,83,8,36,62,30,26
20,13,75,46,62,5,51,92,97,85
50,12,96,4,61,83,48,28,44,23
76,80,35,73,71,24,84,86,2,73
75,86,18,72,67,91,23,51,21,81
12,21,92,78,8,36,38,16,3,41
28,26,15,10,25,2,81,32,85,68
90,25,43,90,58,41,36,11,88,34
8,50,42,95,19,22,60,44,90,23
79,50,64,41,48,74,34,55,17,32
79,2,2,72,84,62,88,18,70,57
47,82,21,64,33,46,18,56,9,26
36,36,79,65,74,18,56,42,50,85
93,36,95,19,21,39,58,43,60,13
73,73,8,40,75,4,20,55,56,49
58,32,45,98,57,46,57,76,1,5
65,52,44,52,2,32,47,28,66,82
