31,78,3,13,86,38,28,87,19,91
86,13,23,95,65,15,6,55,86,54
51,90,11,37,77,4,90,100,44,46
8,59,77,91,85,4,42,6,28,96
64,4,96,49,4,6,57,97,66,62
21,54,29,88,77,29,19,75,4,9
41,90,10,2,65,15,88,64,8,12
29,35,53,6,31,95,7,54,97,92
2,54,54,73,40,95,57,90,61,72
64,87,96,62,86,40,33,73,58,2
85,36,10,4,42,1,81,50,20,84
86,28,43,28,75,40,32,68,55,77
23,80,99,23,80,48,77,61,56,40
18,69,96,30,25,2,93,15,43,87
86,97,99,67,16,73,30,58,92,17
40,78,76,57,63,57,77,53,13,88
38,48,14,93,11,93,28,89,69,49
100,45,76,77,77,1,86,87,57,94
40,70,10,86,21,50,24,59,6,20
62,16,30,46,13,76,12,95,55,65
58,28,96,69,57,72,10,15,91,88
50,35,63,76,66,100,43,38,90,56
4,93,1,34,27,91,46,29,35,5
5,13,5,73,30,92,3,11,46,54
80,17,66,12,55,49,57,11,67,22
69,31,15,89,62,15,9,5,25,83
62,65,97,45,18,29,34,18,5,40
3,41,73,9,77,79,26,32,66,16
100,52,53,79,31,34,74,67,40,3
73,45,15,13,94,13,57,57,27,43
11,34,1,15,100,52,5,3,84,42
40,5,50,42,32,93,100,10,3,66
97,39,97,6,22,7,16,24,67,66
15,3,13,95,76,98,10,13,33,39
63,14,50,81,63,90,68,77,23,14
22,14,73,75,71,65,72,3,74,94
78,97,84,55,4,73,17,51,43,72
35,14,73,95,11,78,59,49,79,82
57,33,55,62,79,30,75,94,83,98
71,47,96,33,36,28,61,14,62,11
2,26,13,62,53,12,67,38,54,7
82,13,8,19,54,31,47,59,81,60
66,22,99,58,98,46,28,2,41,53
1,5,10,79,92,24,78,37,22,85
30,80,36,11,63,10,84,90,39,43
90,9,98,88,48,15,67,4,74,87
2,90,9,27,99,12,81,61,68,24
33,82,79,43,36,38,33,18,44,62
35,17,49,62,30,84,52,30,100,95
10,31,41,60,100,46,54,27,18,75
40,71,71,67,91,64,77,6,37,68
58,87,33,64,61,53,63,65,4,30
65,34,42,8,79,57,49,56,40,14
100,50,71,35,8,93,23,89,58,33
24,94,90,25,35,58,90,90,91,86
12,70,53,39,92,35,99,71,10,8
83,88,51,29,100,46,44,57,93,37
48,17,52,87,56,33,45,24,68,70
50,62,79,80,96,9,84,29,23,7
56,56,4,2,52,41,50,54,94,9
5,93,63,83,89,44,44,67,84,86
67,24,13,43,37,90,65,29,7,16
36,3,49,13,74,71,66,27,78,70
49,99,13,28,48,46,48,65,51,42
50,71,66,47,68,72,39,92,56,98
100,39,5,69,90,84,48,67,84,56
38,11,31,82,29,33,85,20,44,54
74,9,32,14,89,85,9,21,67,3
11,78,74,29,70,51,29,9,100,42
49,76,43,17,28,52,11,46,23,8
47,7,84,2,42,32,21,9,11,53
20,39,51,3,69,94,25,77,77,1
2,13,71,85,55,88,93,15,93,68
70,22,36,42,40,88,46,46,45,56
85,12,93,20,3,51,88,27,100,64
66,79,91,16,36,4,68,41,89,43
34,17,42,33,6,26,98,70,33,36
46,33,49,80,32,27,7,2,99,70
5,15,41,66,83,25,51,33,24,18
